Season_Rank,TEAM,GP,W,L,WIN%,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,+/-,Season
4,Phoenix Suns,82,53,29,0.646,3961,8111,3093,6771,45.7,458,1246,36.8,1467,1934,75.9,1022,2558,3580,2098,1368,744,433,427,1973,225,428,1999-00
5,Indiana Pacers,82,56,26,0.683,3946,8306,3047,6640,45.9,583,1487,39.2,1629,2008,81.1,842,2612,3454,1857,1159,559,422,323,1786,190,377,1999-00
6,Utah Jazz,82,55,27,0.671,3951,7914,2962,6380,46.4,329,854,38.5,1661,2150,77.3,936,2426,3362,2041,1220,629,446,411,2013,233,366,1999-00
7,Miami Heat,82,52,30,0.634,3966,7739,2974,6462,46,446,1202,37.1,1345,1827,73.6,921,2619,3540,1931,1231,582,524,364,1947,172,255,1999-00
8,Sacramento Kings,82,44,38,0.537,3961,8607,3276,7288,45,534,1656,32.2,1521,2017,75.4,1056,2635,3691,1953,1325,787,381,404,1729,213,239,1999-00
9,Charlotte Hornets,82,49,33,0.598,3956,8072,2935,6533,44.9,339,1001,33.9,1863,2458,75.8,884,2635,3519,2023,1206,732,480,421,1670,178,219,1999-00
10,Minnesota Timberwolves,82,50,32,0.61,3981,8079,3226,6910,46.7,248,716,34.6,1379,1769,78,1016,2471,3487,2205,1139,622,444,344,1913,187,207,1999-00
11,New York Knicks,82,50,32,0.61,3966,7555,2897,6374,45.5,351,937,37.5,1410,1805,78.1,802,2521,3323,1588,1201,515,349,354,1983,227,120,1999-00
12,Detroit Pistons,82,42,40,0.512,3966,8483,3044,6635,45.9,439,1223,35.9,1956,2506,78.1,917,2458,3375,1707,1288,665,273,396,2011,285,118,1999-00
13,Philadelphia 76ers,82,49,33,0.598,3966,7771,2993,6776,44.2,208,643,32.3,1577,2226,70.8,1147,2468,3615,1817,1284,791,386,531,1939,202,110,1999-00
14,Seattle SuperSonics,82,45,37,0.549,3956,8125,3108,6946,44.7,546,1611,33.9,1363,1960,69.5,1042,2483,3525,1878,1152,657,345,433,1776,180,78,1999-00
15,Orlando Magic,82,41,41,0.5,3951,8206,3169,7014,45.2,294,870,33.8,1574,2142,73.5,1145,2540,3685,1709,1443,743,467,475,1967,230,56,1999-00
16,Milwaukee Bucks,82,42,40,0.512,3971,8300,3174,6827,46.5,394,1069,36.9,1558,1982,78.6,1016,2373,3389,1852,1230,671,381,340,2020,184,18,1999-00
17,Toronto Raptors,82,45,37,0.549,3951,7968,2980,6882,43.3,425,1171,36.3,1583,2068,76.5,1098,2449,3547,1947,1137,666,544,434,1989,163,-13,1999-00
18,Dallas Mavericks,82,40,42,0.488,3946,8316,3195,7047,45.3,519,1326,39.1,1407,1751,80.4,931,2444,3375,1810,1124,592,416,416,1770,309,-47,1999-00
19,Boston Celtics,82,35,47,0.427,3946,8146,3054,6880,44.4,417,1260,33.1,1621,2175,74.5,1108,2420,3528,1741,1259,795,286,473,2223,188,-62,1999-00
20,Houston Rockets,82,34,48,0.415,3966,8156,3001,6664,45,581,1625,35.8,1573,2145,73.3,1008,2586,3594,1774,1425,613,438,433,1663,148,-71,1999-00
21,New Jersey Nets,82,31,51,0.378,3966,8036,2979,6881,43.3,477,1374,34.7,1601,2041,78.4,1040,2315,3355,1688,1119,720,393,469,1913,197,-85,1999-00
22,Denver Nuggets,82,35,47,0.427,3971,8115,3057,6911,44.2,470,1397,33.6,1531,2116,72.4,1073,2590,3663,1911,1281,554,618,462,1962,202,-174,1999-00
23,Washington Wizards,82,29,53,0.354,3961,7921,3010,6681,45.1,335,890,37.6,1566,2107,74.3,1064,2438,3502,1771,1320,593,383,503,2149,219,-269,1999-00
24,Cleveland Cavaliers,82,32,50,0.39,3971,7950,2977,6734,44.2,343,919,37.3,1653,2205,75,1009,2500,3509,1941,1427,715,363,500,2219,246,-287,1999-00
25,Atlanta Hawks,82,28,54,0.341,3966,7735,3000,6807,44.1,258,814,31.7,1477,1987,74.3,1146,2570,3716,1548,1266,500,461,404,1718,135,-441,1999-00
26,Vancouver Grizzlies,82,22,60,0.268,3971,7702,2892,6441,44.9,324,898,36.1,1594,2060,77.4,1005,2324,3329,1700,1381,608,346,519,1881,193,-461,1999-00
27,Golden State Warriors,82,19,63,0.232,3951,7834,2996,7140,42,345,1069,32.3,1497,2147,69.7,1300,2438,3738,1851,1302,731,356,495,2043,160,-678,1999-00
28,Chicago Bulls,82,17,65,0.207,3961,6952,2565,6180,41.5,340,1033,32.9,1482,2089,70.9,1032,2323,3355,1636,1557,646,383,461,1908,213,-771,1999-00
29,Los Angeles Clippers,82,15,67,0.183,3940,7546,2877,6757,42.6,429,1267,33.9,1363,1826,74.6,955,2377,3332,1479,1325,578,494,377,1821,164,-945,1999-00
1,San Antonio Spurs,50,37,13,0.74,2415,4640,1740,3812,45.6,172,521,33,988,1415,69.8,614,1584,2198,1101,759,421,351,243,1010,6,403,1998-99
2,Utah Jazz,50,37,13,0.74,2435,4666,1684,3620,46.5,140,388,36.1,1158,1510,76.7,555,1508,2063,1204,814,398,276,264,1133,7,326,1998-99
3,Portland Trail Blazers,50,35,15,0.7,2435,4742,1747,3956,44.2,246,675,36.4,1002,1349,74.3,646,1570,2216,1073,771,411,290,244,1126,8,318,1998-99
4,Miami Heat,50,33,17,0.66,2405,4449,1616,3565,45.3,289,804,35.9,928,1262,73.5,503,1512,2015,1019,744,327,304,188,1035,5,248,1998-99
5,Indiana Pacers,50,33,17,0.66,2420,4733,1731,3866,44.8,294,799,36.8,977,1228,79.6,574,1452,2026,1005,649,316,223,238,1082,10,187,1998-99
6,Detroit Pistons,50,29,21,0.58,2410,4518,1660,3716,44.7,248,679,36.5,950,1283,74,605,1412,2017,1009,790,444,208,225,1139,6,171,1998-99
7,Los Angeles Lakers,50,31,19,0.62,2410,4950,1841,3935,46.8,241,685,35.2,1027,1503,68.3,617,1482,2099,1095,754,389,287,196,1231,4,151,1998-99
8,Atlanta Hawks,50,31,19,0.62,2415,4315,1539,3759,40.9,197,644,30.6,1040,1422,73.1,675,1499,2174,781,744,346,260,243,986,8,145,1998-99
9,Orlando Magic,50,33,17,0.66,2410,4473,1687,3943,42.8,223,675,33,876,1252,70,688,1445,2133,1067,819,496,213,239,935,5,130,1998-99
10,Houston Rockets,50,31,19,0.62,2415,4711,1755,3798,46.2,336,914,36.8,865,1187,72.9,536,1540,2076,1058,812,386,260,245,960,3,116,1998-99
11,Phoenix Suns,50,27,23,0.54,2410,4779,1797,4004,44.9,261,702,37.2,924,1215,76,598,1418,2016,1249,681,444,200,205,1022,6,113,1998-99
12,Philadelphia 76ers,50,28,22,0.56,2430,4483,1656,3883,42.6,98,371,26.4,1073,1486,72.2,729,1428,2157,934,822,542,271,263,1152,6,103,1998-99
13,Milwaukee Bucks,50,28,22,0.56,2410,4584,1753,3818,45.9,231,619,37.3,847,1155,73.3,570,1369,1939,1030,719,442,202,194,1142,9,83,1998-99
14,New York Knicks,50,27,23,0.54,2420,4320,1610,3704,43.5,208,589,35.3,892,1218,73.2,551,1510,2061,963,804,395,262,215,1140,8,51,1998-99
15,Minnesota Timberwolves,50,25,25,0.5,2405,4647,1838,4327,42.5,122,410,29.8,849,1143,74.3,754,1392,2146,1218,641,426,272,262,1185,5,19,1998-99
16,Charlotte Hornets,50,26,24,0.52,2430,4644,1671,3718,44.9,268,735,36.5,1034,1384,74.7,480,1493,1973,1110,796,443,247,232,1101,6,-5,1998-99
17,Sacramento Kings,50,27,23,0.54,2440,5009,1918,4307,44.5,290,943,30.8,883,1293,68.3,706,1573,2279,1129,842,444,232,221,1016,8,-21,1998-99
18,Seattle SuperSonics,50,25,25,0.5,2420,4743,1756,3976,44.2,309,899,34.4,922,1354,68.1,676,1422,2098,1087,765,393,201,224,1047,9,-54,1998-99
19,Toronto Raptors,50,23,27,0.46,2415,4557,1660,3940,42.1,226,662,34.1,1011,1330,76,712,1447,2159,1036,799,439,321,258,1139,11,-82,1998-99
20,Cleveland Cavaliers,50,22,28,0.44,2410,4322,1562,3561,43.9,182,534,34.1,1016,1356,74.9,472,1316,1788,1093,785,452,203,282,1208,6,-86,1998-99
21,Boston Celtics,50,19,31,0.38,2430,4650,1816,4164,43.6,273,758,36,745,1077,69.2,680,1458,2138,1073,807,453,255,253,1193,6,-93,1998-99
22,Washington Wizards,50,18,32,0.36,2410,4560,1768,3969,44.5,179,580,30.9,845,1198,70.5,595,1403,1998,1064,736,393,193,212,1151,5,-112,1998-99
23,Dallas Mavericks,50,19,31,0.38,2415,4581,1749,4033,43.4,202,595,33.9,881,1210,72.8,645,1478,2123,921,692,352,292,244,1065,6,-120,1998-99
24,Golden State Warriors,50,21,29,0.42,2425,4416,1730,4173,41.5,162,565,28.7,794,1175,67.6,816,1559,2375,1037,768,414,221,304,1270,6,-125,1998-99
25,New Jersey Nets,50,16,34,0.32,2410,4569,1691,4160,40.6,225,679,33.1,962,1251,76.9,715,1437,2152,923,750,491,273,326,1134,8,-189,1998-99
26,Denver Nuggets,50,14,36,0.28,2405,4674,1681,3989,42.1,302,922,32.8,1010,1325,76.2,647,1392,2039,969,739,376,275,274,1145,6,-330,1998-99
27,Vancouver Grizzlies,50,8,42,0.16,2435,4443,1643,3838,42.8,148,453,32.7,1009,1408,71.7,650,1359,2009,963,848,420,199,328,1123,8,-433,1998-99
28,Los Angeles Clippers,50,9,41,0.18,2425,4519,1711,4007,42.7,214,668,32,883,1225,72.1,665,1293,1958,820,796,424,236,289,1223,5,-441,1998-99
29,Chicago Bulls,50,13,37,0.26,2414,4095,1539,3836,40.1,177,611,29,840,1185,70.9,573,1394,1967,1017,774,436,169,285,1112,6,-473,1998-99
1,Los Angeles Lakers,82,61,21,0.744,3966,8652,3146,6536,48.1,497,1415,35.1,1863,2743,67.9,1079,2471,3550,2009,1256,734,556,423,1859,9,635,1997-98
2,Seattle SuperSonics,82,61,21,0.744,3951,8246,3052,6459,47.3,621,1571,39.5,1521,2109,72.1,931,2225,3156,1986,1145,804,376,403,1812,17,588,1997-98
3,Chicago Bulls,82,62,20,0.756,3971,7931,3064,6801,45.1,311,962,32.3,1492,2009,74.3,1243,2438,3681,1952,1178,695,353,356,1691,13,583,1997-98
4,Utah Jazz,82,62,20,0.756,3956,8279,2993,6113,49,249,670,37.2,2044,2644,77.3,962,2405,3367,2070,1259,648,412,423,1961,24,536,1997-98
5,Indiana Pacers,82,58,24,0.707,3966,7874,2921,6223,46.9,401,1029,39,1631,2136,76.4,874,2348,3222,1889,1168,645,368,366,1858,10,499,1997-98
6,Phoenix Suns,82,56,26,0.683,3991,8166,3138,6710,46.8,431,1211,35.6,1459,1948,74.9,991,2452,3443,2124,1236,756,429,323,1765,16,425,1997-98
7,Miami Heat,82,55,27,0.671,3951,7787,2850,6327,45,548,1544,35.5,1539,2082,73.9,1028,2419,3447,1758,1226,665,429,370,1982,14,404,1997-98
8,San Antonio Spurs,82,56,26,0.683,3966,7587,2898,6187,46.8,302,863,35,1489,2164,68.8,984,2638,3622,1839,1318,516,568,378,1731,13,327,1997-98
9,Atlanta Hawks,82,50,32,0.61,3976,7860,2887,6352,45.5,337,1016,33.2,1749,2314,75.6,1106,2416,3522,1569,1214,648,491,372,1671,13,288,1997-98
10,Cleveland Cavaliers,82,47,35,0.573,3966,7585,2817,6207,45.4,298,801,37.2,1653,2187,75.6,955,2331,3286,1894,1422,814,419,455,1939,11,224,1997-98
11,New York Knicks,82,43,39,0.524,3966,7509,2864,6413,44.7,382,1139,33.5,1399,1812,77.2,978,2434,3412,1787,1247,634,278,313,1947,21,202,1997-98
12,Charlotte Hornets,82,51,31,0.622,3956,7923,2968,6344,46.8,346,904,38.3,1641,2186,75.1,985,2341,3326,1941,1247,691,312,372,1757,25,164,1997-98
13,Detroit Pistons,82,37,45,0.451,3991,7721,2862,6373,44.9,293,938,31.2,1704,2288,74.5,1044,2338,3382,1597,1198,678,344,382,1805,13,129,1997-98
13,New Jersey Nets,82,43,39,0.524,3976,8170,3055,6928,44.1,310,937,33.1,1750,2351,74.4,1344,2137,3481,1685,1180,777,314,515,1917,21,129,1997-98
15,Portland Trail Blazers,82,46,36,0.561,3966,7734,2885,6397,45.1,324,1047,30.9,1640,2226,73.7,1086,2522,3608,1766,1383,585,464,445,1859,14,115,1997-98
16,Minnesota Timberwolves,82,45,37,0.549,3986,8290,3157,6844,46.1,303,873,34.7,1673,2253,74.3,1063,2429,3492,2068,1138,639,427,412,1882,21,58,1997-98
17,Washington Wizards,82,42,40,0.512,3961,7969,3080,6811,45.2,320,944,33.9,1489,2156,69.1,1121,2341,3462,1900,1156,689,379,372,1839,16,48,1997-98
18,Houston Rockets,82,41,41,0.5,3966,8099,2946,6513,45.2,573,1670,34.3,1634,2120,77.1,987,2350,3337,1799,1298,686,294,365,1653,14,-62,1997-98
19,Orlando Magic,82,41,41,0.5,3966,7387,2771,6455,42.9,293,907,32.3,1552,2138,72.6,1178,2203,3381,1694,1258,649,441,388,1617,17,-88,1997-98
20,Milwaukee Bucks,82,36,46,0.439,3986,7748,2918,6399,45.6,249,703,35.4,1663,2167,76.7,1035,2236,3271,1649,1383,733,357,398,1915,16,-157,1997-98
21,Philadelphia 76ers,82,31,51,0.378,3951,7651,2837,6409,44.3,243,810,30,1734,2352,73.7,1125,2294,3419,1729,1356,729,490,508,1878,8,-196,1997-98
22,Boston Celtics,82,36,46,0.439,3946,7864,3012,6934,43.4,415,1249,33.2,1425,1964,72.6,1196,2044,3240,1816,1330,987,366,406,2203,15,-215,1997-98
23,Sacramento Kings,82,27,55,0.329,3946,7637,2957,6684,44.2,283,806,35.1,1440,2096,68.7,1094,2304,3398,1836,1271,596,420,466,1810,4,-458,1997-98
24,Dallas Mavericks,82,20,62,0.244,3981,7494,2882,6753,42.7,422,1183,35.7,1308,1738,75.3,1008,2280,3288,1535,1183,646,466,374,1643,13,-501,1997-98
25,Vancouver Grizzlies,82,19,63,0.232,3966,7923,3006,6567,45.8,325,898,36.2,1586,2145,73.9,1081,2313,3394,1960,1405,614,349,538,1809,16,-599,1997-98
26,Los Angeles Clippers,82,17,65,0.207,3956,7865,2930,6690,43.8,525,1468,35.8,1480,2047,72.3,1040,2276,3316,1533,1323,625,456,412,1827,9,-604,1997-98
27,Golden State Warriors,82,19,63,0.232,3966,7237,2845,6883,41.3,189,696,27.2,1358,1912,71,1288,2473,3761,1708,1369,621,448,478,1859,8,-748,1997-98
28,Toronto Raptors,82,16,66,0.195,3986,7781,2965,6813,43.5,372,1086,34.3,1479,2060,71.8,1187,2149,3336,1746,1371,769,663,514,1851,9,-760,1997-98
29,Denver Nuggets,82,11,71,0.134,3946,7300,2677,6411,41.8,288,893,32.3,1658,2147,77.2,1040,2157,3197,1547,1312,664,393,535,1937,16,-966,1997-98
1,Chicago Bulls,82,69,13,0.841,3946,8458,3277,6923,47.3,523,1403,37.3,1381,1848,74.7,1235,2461,3696,2142,1109,717,332,286,1617,17,886,1996-97
2,Utah Jazz,82,64,18,0.78,3966,8454,3131,6216,50.4,334,902,37,1858,2416,76.9,889,2410,3299,2199,1259,748,418,373,1980,18,721,1996-97
3,Seattle SuperSonics,82,57,25,0.695,3956,8272,2994,6413,46.7,559,1583,35.3,1725,2295,75.2,1010,2270,3280,1929,1231,904,388,423,1802,14,633,1996-97
4,Miami Heat,82,61,21,0.744,3961,7776,2822,6235,45.3,678,1865,36.4,1454,2022,71.9,957,2401,3358,1735,1306,651,439,392,1919,21,450,1996-97
5,Atlanta Hawks,82,56,26,0.683,3961,7774,2812,6307,44.6,659,1833,36,1491,1955,76.3,1021,2350,3371,1557,1228,701,427,332,1591,5,446,1996-97
6,Detroit Pistons,82,54,28,0.659,3966,7723,2827,6095,46.4,582,1499,38.8,1487,1995,74.5,858,2292,3150,1554,1042,633,283,281,1651,15,430,1996-97
7,Houston Rockets,82,57,25,0.695,3971,8248,3037,6484,46.8,671,1839,36.5,1503,1992,75.5,927,2565,3492,2013,1365,688,347,365,1610,15,367,1996-97
8,Los Angeles Lakers,82,56,26,0.683,3986,8200,3018,6642,45.4,551,1500,36.7,1613,2330,69.2,1092,2414,3506,1844,1222,740,575,388,1818,9,350,1996-97
9,Portland Trail Blazers,82,49,33,0.598,3971,8114,3000,6465,46.4,501,1401,35.8,1613,2261,71.3,1058,2494,3552,1709,1357,640,434,428,1928,15,342,1996-97
10,New York Knicks,82,57,25,0.695,3971,7819,2882,6227,46.3,470,1294,36.3,1585,2119,74.8,973,2516,3489,1809,1462,630,378,295,2033,14,256,1996-97
11,Charlotte Hornets,82,54,28,0.659,3961,8108,2988,6342,47.1,591,1382,42.8,1541,1984,77.7,910,2298,3208,2021,1203,597,349,335,1702,15,153,1996-97
12,Cleveland Cavaliers,82,42,40,0.512,3971,7173,2704,5972,45.3,483,1284,37.6,1282,1773,72.3,909,2159,3068,1714,1188,657,315,350,1882,20,151,1996-97
13,Washington Bullets,82,44,38,0.537,3971,8147,3208,6678,48,331,1001,33.1,1400,1979,70.7,1011,2419,3430,1921,1290,715,402,334,1815,16,133,1996-97
14,Indiana Pacers,82,39,43,0.476,3986,7819,2851,6254,45.6,430,1130,38.1,1687,2336,72.2,1029,2390,3419,1750,1338,585,394,418,1977,28,80,1996-97
15,Phoenix Suns,82,40,42,0.488,3971,8431,3143,6705,46.9,527,1428,36.9,1618,2125,76.1,916,2376,3292,2067,1180,664,322,372,1727,9,54,1996-97
16,Orlando Magic,82,45,37,0.549,3971,7719,2839,6497,43.7,567,1662,34.1,1474,1975,74.6,1071,2221,3292,1689,1250,697,362,417,1643,9,-29,1996-97
17,Minnesota Timberwolves,82,40,42,0.488,3956,7882,2937,6436,45.6,371,1093,33.9,1637,2180,75.1,957,2302,3259,1874,1243,618,557,444,1818,13,-121,1996-97
18,Milwaukee Bucks,82,33,49,0.402,3946,7818,2967,6303,47.1,324,920,35.2,1560,2104,74.1,955,2263,3218,1610,1285,634,348,392,1892,11,-155,1996-97
19,Los Angeles Clippers,82,36,46,0.439,3986,7969,2989,6696,44.6,474,1339,35.4,1517,2074,73.1,1092,2242,3334,1662,1311,733,441,419,1964,10,-193,1996-97
20,Toronto Raptors,82,30,52,0.366,3966,7829,2897,6632,43.7,589,1624,36.3,1446,2008,72,1135,2254,3389,1714,1347,723,517,442,1883,7,-256,1996-97
21,Sacramento Kings,82,34,48,0.415,3971,7908,3000,6611,45.4,414,1058,39.1,1494,2067,72.3,1100,2307,3407,1799,1332,588,362,429,1923,31,-277,1996-97
22,New Jersey Nets,82,26,56,0.317,3956,7974,2994,7091,42.2,484,1371,35.3,1502,2031,74,1410,2376,3786,1726,1290,678,481,516,1865,14,-374,1996-97
23,Golden State Warriors,82,30,52,0.366,3981,8169,2996,6567,45.6,481,1364,35.3,1696,2180,77.8,1086,2258,3344,1821,1410,612,359,395,1787,5,-388,1996-97
24,Denver Nuggets,82,21,61,0.256,3986,8020,2934,6687,43.9,636,1711,37.2,1516,1992,76.1,994,2452,3446,1889,1359,504,487,453,1784,19,-515,1996-97
25,Dallas Mavericks,82,24,58,0.293,3961,7428,2812,6451,43.6,429,1315,32.6,1375,1918,71.7,1039,2263,3302,1662,1323,654,351,433,1798,15,-522,1996-97
26,Philadelphia 76ers,82,22,60,0.268,3956,8215,3003,6850,43.8,433,1356,31.9,1776,2450,72.5,1267,2355,3622,1695,1437,683,394,494,1733,8,-536,1996-97
27,Boston Celtics,82,15,67,0.183,3981,8248,3066,6967,44,467,1331,35.1,1649,2199,75,1094,2188,3282,1792,1342,811,315,557,1915,9,-601,1996-97
28,San Antonio Spurs,82,20,62,0.244,3946,7418,2827,6391,44.2,378,1180,32,1386,1929,71.9,1101,2129,3230,1661,1243,646,431,448,1764,13,-646,1996-97
29,Vancouver Grizzlies,82,14,68,0.171,3956,7313,2819,6453,43.7,445,1274,34.9,1230,1734,70.9,1023,2155,3178,1862,1302,658,464,461,1755,5,-839,1996-97
